age;job;education;marital;default;balance;housing;loan;previous;y
56;retired;secondary;married;no;277;no;no;0;no
54;technician;secondary;married;no;369;no;no;0;no
43;technician;tertiary;married;no;610;no;no;0;no
47;technician;secondary;married;no;636;no;no;0;no
37;technician;secondary;married;no;0;no;no;0;no
50;technician;tertiary;married;no;133;no;no;0;no
60;blue-collar;primary;married;no;1670;no;no;0;no
53;admin.;tertiary;single;no;1379;no;no;0;yes
60;unknown;unknown;married;no;7337;no;no;0;no
37;management;tertiary;married;no;561;no;no;0;no
52;blue-collar;primary;single;no;1054;no;no;0;no
47;unemployed;secondary;married;no;123;no;no;0;no
54;blue-collar;secondary;married;no;537;no;no;0;no
47;blue-collar;secondary;married;no;1348;no;yes;0;no
41;management;tertiary;married;no;260;no;no;0;yes
46;technician;tertiary;single;no;3009;no;no;0;no
50;admin.;secondary;single;no;0;no;no;0;no
49;admin.;secondary;married;no;949;no;no;0;no
47;unknown;unknown;married;no;194;no;no;0;no
45;unknown;unknown;married;no;2834;no;no;0;no
41;management;tertiary;single;no;651;no;no;0;yes
45;self-employed;secondary;married;no;629;no;no;0;no
41;management;tertiary;married;no;4477;no;no;0;no
46;admin.;secondary;single;no;2533;no;no;0;no
50;management;tertiary;married;no;724;no;no;0;yes
32;technician;secondary;married;no;12;yes;yes;0;no
46;blue-collar;secondary;married;no;-396;no;yes;0;no
52;management;tertiary;single;no;809;no;no;0;no
47;blue-collar;secondary;single;no;1449;no;no;0;no
45;management;secondary;single;no;315;yes;no;0;no
54;management;tertiary;married;no;11391;no;no;0;no
52;management;tertiary;married;no;7192;no;no;0;no
49;services;secondary;married;no;1122;no;no;0;no
40;technician;secondary;married;no;4;yes;yes;0;no
31;management;tertiary;married;no;859;yes;yes;0;no
47;technician;secondary;single;no;600;no;yes;0;no
46;blue-collar;primary;married;no;2473;no;no;0;no
38;services;tertiary;single;no;658;no;no;0;yes
56;blue-collar;secondary;single;no;302;no;yes;0;no
36;management;tertiary;married;no;3794;no;no;0;no
53;management;tertiary;married;no;2578;no;no;0;no
55;technician;secondary;married;no;445;no;no;0;no
44;technician;secondary;married;no;945;yes;no;0;no
59;blue-collar;primary;single;no;3713;yes;yes;0;no
54;services;secondary;single;no;770;no;no;0;no
43;management;tertiary;married;no;3529;yes;no;0;no
58;admin.;secondary;married;no;1686;no;no;0;no
39;technician;secondary;married;no;0;no;no;0;yes
45;services;primary;married;no;266;yes;no;0;no
60;entrepreneur;unknown;married;yes;-284;yes;yes;0;no
54;retired;secondary;married;no;763;no;no;0;no
42;technician;secondary;married;no;4837;no;no;0;yes
45;admin.;secondary;married;no;0;yes;yes;0;no
47;entrepreneur;secondary;married;no;318;no;no;0;yes
31;management;tertiary;single;no;83;no;no;0;no
35;technician;tertiary;married;no;354;yes;no;0;no
56;retired;secondary;married;no;-166;no;yes;0;no
36;technician;secondary;married;no;594;no;yes;0;no
54;self-employed;secondary;single;no;3529;no;no;0;yes
48;technician;secondary;married;no;3069;no;no;0;no
53;admin.;primary;married;no;6280;no;no;0;yes
58;management;tertiary;married;no;9683;no;no;0;no
54;blue-collar;unknown;married;no;191;no;no;0;no
33;technician;secondary;single;no;-89;no;yes;0;no
55;technician;secondary;married;no;2730;no;no;0;no
44;unknown;secondary;single;no;2319;no;no;0;no
49;services;secondary;married;no;5673;no;yes;0;no
43;technician;secondary;single;no;167;no;no;0;no
43;technician;tertiary;single;no;0;no;no;0;no
46;admin.;secondary;married;no;547;no;yes;0;no
60;self-employed;secondary;single;no;546;no;no;0;no
42;management;secondary;married;no;9720;no;no;0;no
37;self-employed;tertiary;married;no;676;no;no;0;no
40;technician;secondary;single;no;348;yes;no;0;no
60;management;secondary;married;no;0;no;no;0;no
46;management;tertiary;single;no;1720;no;no;0;yes
59;admin.;secondary;single;no;2552;no;yes;0;no
49;technician;secondary;married;no;633;no;no;0;no
32;management;tertiary;married;no;440;no;no;0;no
57;retired;secondary;married;no;466;no;no;0;no
54;blue-collar;secondary;married;no;448;yes;yes;0;no
41;technician;tertiary;married;no;515;no;no;0;yes
30;management;tertiary;married;no;1908;no;no;0;no
48;technician;secondary;single;no;1600;no;no;0;no
42;technician;secondary;single;no;534;no;no;0;no
50;technician;tertiary;married;no;2313;no;no;0;no
55;management;secondary;single;no;11655;no;no;0;no
60;blue-collar;secondary;married;no;2879;yes;no;0;no
57;management;tertiary;single;no;2266;no;no;0;no
59;retired;secondary;married;no;12438;no;no;0;no
50;management;tertiary;married;no;511;yes;no;0;no
39;management;tertiary;married;no;1069;no;no;0;no
41;management;tertiary;married;no;1391;no;no;0;no
53;blue-collar;secondary;married;no;-8;no;no;0;no
53;blue-collar;primary;married;no;206;no;no;0;no
58;retired;secondary;married;no;983;no;no;0;no
58;retired;secondary;married;no;4725;no;no;0;no
59;retired;primary;married;no;1634;yes;yes;0;no
56;blue-collar;secondary;married;no;276;no;no;0;no
45;management;tertiary;single;no;1395;no;no;0;no
50;technician;secondary;married;no;805;no;no;0;no
43;housemaid;primary;married;no;1283;no;no;0;no
48;services;secondary;married;no;202;yes;no;0;no
56;technician;secondary;married;no;203;yes;no;0;no
37;technician;secondary;married;no;181;no;no;0;no
42;technician;secondary;single;no;1533;no;yes;0;no
59;blue-collar;primary;married;no;460;no;no;0;no
49;technician;secondary;married;no;3635;yes;no;0;no
48;blue-collar;primary;married;no;0;no;yes;0;no
55;services;secondary;married;no;76;no;no;0;no
40;technician;tertiary;single;no;39;no;no;0;no
51;technician;secondary;married;no;-379;yes;no;0;no
59;housemaid;primary;married;no;100;no;no;0;no
58;retired;unknown;married;no;937;no;no;0;no
46;technician;secondary;single;no;648;no;no;0;no
52;admin.;primary;single;no;813;no;yes;0;no
45;technician;secondary;married;no;49;no;no;0;no
42;management;tertiary;married;no;721;no;yes;0;no
52;technician;tertiary;single;no;0;no;yes;0;no
33;management;tertiary;married;no;679;no;no;0;no
52;unknown;unknown;married;no;5361;no;no;0;no
46;management;tertiary;married;no;3;yes;yes;0;no
52;technician;unknown;married;no;989;no;no;0;no
43;management;tertiary;single;no;187;no;no;0;no
59;management;tertiary;married;no;7668;no;no;0;no
57;retired;tertiary;married;no;241;no;yes;0;no
42;technician;secondary;married;no;-356;yes;yes;0;no
57;retired;secondary;married;no;657;no;no;0;no
59;technician;secondary;married;no;0;no;no;0;no
46;admin.;secondary;single;no;0;no;no;0;no
53;admin.;tertiary;married;no;5094;no;no;0;yes
59;blue-collar;primary;married;no;153;no;no;0;no
51;management;tertiary;single;no;1394;yes;no;0;no
48;blue-collar;primary;single;no;574;no;no;0;no
43;management;tertiary;married;no;2048;yes;no;0;no
58;management;tertiary;single;no;1257;no;no;0;no
34;management;tertiary;single;no;697;no;no;0;no
58;unknown;unknown;married;no;1547;no;no;0;no
55;technician;secondary;single;no;1816;no;no;0;no
30;management;tertiary;single;no;16922;yes;no;0;no
47;unknown;unknown;single;no;301;no;no;0;yes
59;retired;primary;married;no;3400;yes;no;0;no
31;technician;secondary;married;no;2388;no;no;0;no
53;admin.;secondary;married;no;257;no;no;0;no
59;unknown;unknown;married;no;1541;no;no;0;no
32;management;tertiary;married;no;3158;no;yes;0;no
33;technician;tertiary;single;no;0;no;no;0;no
44;technician;secondary;married;no;10888;yes;no;0;no
32;management;tertiary;single;no;1028;no;no;0;no
47;management;tertiary;single;no;295;yes;no;0;no
40;management;secondary;married;no;1251;yes;no;0;no
43;technician;secondary;single;no;629;no;no;0;no
32;technician;secondary;married;no;43;no;no;0;yes
34;blue-collar;tertiary;married;no;42;no;no;0;no
59;retired;primary;married;yes;-1;no;no;0;no
41;management;tertiary;married;no;1409;no;no;0;no
38;management;tertiary;married;no;1637;no;yes;0;no
56;retired;secondary;married;no;364;no;no;0;no
57;housemaid;primary;single;no;1142;no;no;0;no
49;management;tertiary;married;no;2139;no;no;0;yes
55;blue-collar;secondary;married;no;5443;no;yes;0;no
36;management;tertiary;married;no;287;no;yes;0;no
30;management;tertiary;married;no;1041;no;no;0;no
54;management;tertiary;married;no;810;no;no;0;no
50;management;tertiary;married;no;1098;yes;yes;0;no
55;blue-collar;primary;married;no;0;no;no;0;no
34;technician;secondary;single;no;0;no;no;0;no
35;management;tertiary;single;no;0;yes;no;0;no
45;management;tertiary;married;no;-642;no;no;0;no
51;admin.;secondary;married;no;949;no;no;0;yes
45;blue-collar;primary;married;no;678;no;no;0;no
47;admin.;secondary;single;no;718;yes;yes;0;no
60;management;tertiary;married;no;4063;no;no;0;no
45;management;tertiary;single;no;335;no;no;0;no
50;admin.;secondary;married;no;4855;no;no;0;no
51;admin.;secondary;married;no;227;no;no;0;no
53;management;secondary;married;no;519;yes;no;0;no
55;retired;primary;married;no;4424;no;no;0;no
58;retired;secondary;married;no;571;no;no;0;no
60;admin.;secondary;married;no;0;no;no;0;yes
41;technician;secondary;married;no;40;no;no;0;no
32;management;tertiary;married;no;710;no;no;0;no
32;technician;tertiary;married;no;127;no;no;0;no
43;technician;tertiary;married;no;192;no;no;0;no
43;services;secondary;married;no;2126;no;no;0;no
53;technician;secondary;single;no;879;no;no;0;yes
50;admin.;secondary;single;no;350;no;no;0;no
49;technician;secondary;married;no;1377;no;no;0;no
48;services;secondary;married;no;1573;no;no;0;no
33;management;tertiary;single;no;2885;no;no;0;no
32;technician;secondary;married;no;524;no;no;0;no
48;management;tertiary;married;yes;-4;no;no;0;no
55;blue-collar;primary;single;no;512;no;no;0;no
38;admin.;tertiary;married;no;1980;no;no;0;no
42;technician;tertiary;married;no;921;no;no;0;no
47;housemaid;primary;married;no;32;no;no;0;no
44;management;tertiary;married;no;7485;no;no;0;no
51;blue-collar;secondary;single;no;717;no;no;0;no
46;services;primary;single;no;13118;no;no;0;yes
60;retired;secondary;single;no;0;no;no;0;no
46;admin.;secondary;married;no;664;no;no;0;no
58;management;tertiary;married;no;14922;no;no;0;no
59;housemaid;secondary;married;no;1040;no;no;0;no
52;services;secondary;married;no;1000;no;no;0;no
52;management;tertiary;single;no;64;no;no;0;no
43;self-employed;tertiary;single;no;2169;no;no;0;no
52;management;tertiary;married;no;547;no;no;0;no
50;blue-collar;primary;married;no;604;no;no;0;no
37;technician;secondary;married;no;0;no;no;0;no
38;technician;tertiary;married;no;202;no;no;0;no
59;retired;secondary;married;no;1035;yes;yes;0;no
43;technician;secondary;married;no;-36;yes;no;0;no
44;management;tertiary;married;no;1788;no;no;0;no
49;admin.;secondary;single;no;2254;no;no;0;no
32;entrepreneur;tertiary;single;no;28;no;no;0;no
57;admin.;primary;married;no;286;no;no;0;no
47;admin.;secondary;married;no;0;no;no;0;no
31;management;tertiary;single;no;155;yes;no;0;no
44;management;secondary;single;no;421;no;yes;0;no
42;technician;tertiary;single;no;3530;no;no;0;no
30;technician;secondary;married;no;66;no;yes;0;no
44;technician;secondary;married;no;2857;no;no;0;no
56;retired;secondary;married;no;388;yes;no;0;no
51;blue-collar;secondary;married;no;2918;no;no;0;no
32;self-employed;secondary;married;no;67;no;no;0;no
37;technician;secondary;married;no;5953;no;no;0;no
47;blue-collar;primary;single;no;699;no;no;0;yes
60;retired;tertiary;married;no;1766;no;no;0;no
45;services;primary;married;no;323;no;no;0;no
53;blue-collar;unknown;married;no;1230;no;no;0;no
55;technician;tertiary;married;no;169;no;yes;0;no
45;services;secondary;single;no;0;no;no;0;no
49;technician;tertiary;married;no;3726;no;no;0;no
60;management;tertiary;married;no;3876;no;yes;0;no
49;admin.;secondary;married;no;381;no;no;0;no
39;management;tertiary;single;no;13021;no;no;0;no
54;technician;secondary;married;no;224;no;no;0;no
34;technician;tertiary;married;no;482;no;no;0;no
39;management;tertiary;married;no;8195;no;no;0;no
54;management;tertiary;married;no;0;no;no;0;no
53;management;tertiary;married;no;1343;no;no;0;no
49;technician;secondary;married;no;195;no;no;0;no
51;services;secondary;single;no;434;no;no;0;yes
58;technician;tertiary;married;no;332;no;no;0;no
56;technician;secondary;married;no;146;yes;no;0;no
38;management;tertiary;married;no;950;no;no;0;no
48;technician;secondary;single;no;547;no;no;0;no
30;management;tertiary;married;no;552;yes;no;0;no
35;technician;tertiary;married;no;489;no;no;0;no
48;management;tertiary;single;no;770;no;yes;0;yes
35;management;tertiary;married;no;473;no;yes;0;no
33;technician;secondary;married;no;488;no;no;0;yes
58;technician;secondary;single;no;-123;no;no;0;no
46;technician;secondary;married;no;940;no;no;0;no
49;services;primary;married;no;468;no;no;0;no
50;services;secondary;married;no;486;yes;no;0;no
33;technician;tertiary;married;no;2728;no;no;0;no
51;management;tertiary;married;no;1028;no;no;0;no
31;management;tertiary;married;no;1377;no;no;0;no
57;retired;primary;married;no;0;no;no;0;no
50;services;unknown;married;no;37;no;no;0;no
34;technician;tertiary;single;no;218;no;no;0;no
53;admin.;secondary;married;no;1373;no;no;0;no
30;management;tertiary;single;no;1571;no;no;0;yes
31;self-employed;tertiary;married;no;84;no;no;0;no
42;management;tertiary;married;no;223;no;no;0;no
52;management;tertiary;married;no;499;no;no;0;no
57;retired;secondary;married;no;1230;no;no;0;no
31;technician;secondary;single;no;7;no;no;0;no
56;retired;secondary;single;no;753;no;yes;0;no
51;admin.;secondary;married;no;-267;no;yes;0;no
36;management;tertiary;married;no;546;yes;no;0;no
44;management;tertiary;married;no;1242;yes;no;0;no
56;management;tertiary;single;no;1483;no;no;0;no
44;technician;secondary;single;no;3444;no;no;0;no
33;self-employed;primary;single;no;0;no;no;0;no
57;retired;tertiary;single;no;734;no;no;0;no
42;technician;secondary;single;yes;-197;yes;no;0;no
55;services;secondary;married;no;953;yes;yes;0;no
50;technician;secondary;married;no;330;no;no;0;no
61;retired;secondary;married;no;77;no;no;0;no
50;management;tertiary;married;no;3211;yes;no;0;no
42;management;tertiary;married;no;0;no;no;0;no
33;unknown;secondary;married;no;2727;no;no;0;no
45;blue-collar;unknown;single;no;3114;no;no;0;no
58;services;secondary;married;no;688;no;no;0;no
38;technician;tertiary;married;no;0;no;no;0;no
45;admin.;secondary;married;no;925;no;no;0;no
32;technician;tertiary;married;no;632;no;yes;0;yes
39;technician;secondary;married;no;0;no;no;0;no
46;admin.;secondary;married;no;44;no;no;0;no
56;retired;secondary;married;no;0;no;no;0;no
51;self-employed;secondary;married;no;1178;no;no;0;no
48;technician;secondary;married;no;1526;no;no;0;yes
39;management;tertiary;married;no;1836;no;no;0;no
50;management;tertiary;married;no;2050;no;no;0;no
46;admin.;secondary;married;no;660;no;no;0;yes
57;services;primary;married;no;53;no;no;0;no
43;self-employed;secondary;married;no;5704;yes;no;0;no
53;management;tertiary;single;no;269;no;no;0;no
43;management;tertiary;single;no;136;no;no;0;no
48;technician;secondary;married;no;7020;no;no;0;no
49;management;tertiary;single;no;178;no;no;0;no
41;technician;secondary;single;no;3432;no;no;0;no
51;blue-collar;secondary;married;no;187;yes;no;0;no
30;self-employed;tertiary;married;no;1495;no;no;0;no
34;management;tertiary;married;no;681;no;no;0;yes
59;retired;secondary;married;no;0;no;no;0;no
38;management;tertiary;single;no;184;no;no;0;no
32;technician;secondary;married;no;0;no;no;0;no
46;blue-collar;secondary;married;no;398;yes;yes;0;no
54;housemaid;unknown;married;no;0;no;no;0;no
48;management;tertiary;married;no;3766;no;no;0;no
54;management;tertiary;married;no;787;no;no;0;no
30;blue-collar;secondary;single;no;4749;no;no;0;no
36;management;tertiary;married;no;163;no;no;0;no
43;management;tertiary;married;no;1304;no;no;0;no
33;housemaid;primary;single;no;580;no;no;0;no
34;services;secondary;married;no;2956;no;no;0;no
42;management;tertiary;married;no;3718;yes;no;0;no
33;management;secondary;single;no;2915;no;no;0;no
40;management;tertiary;single;no;3812;no;no;0;no
49;blue-collar;secondary;single;no;739;yes;no;0;no
51;services;secondary;married;no;122;no;yes;0;no
35;management;tertiary;married;no;146;no;no;0;no
44;management;tertiary;married;no;1858;no;no;0;no
36;management;tertiary;married;yes;36;no;no;0;no
50;blue-collar;secondary;single;no;616;yes;no;0;yes
60;retired;secondary;married;no;1145;no;no;0;no
50;management;secondary;married;no;535;no;no;0;no
31;technician;tertiary;single;no;338;no;no;0;no
56;services;secondary;married;yes;-8;no;no;0;no
41;technician;tertiary;single;no;680;no;no;0;no
39;housemaid;tertiary;married;no;94;no;no;0;no
49;blue-collar;secondary;married;no;-42;no;no;0;no
34;management;tertiary;married;no;0;no;no;0;no
41;management;tertiary;married;no;103;no;yes;0;no
45;management;tertiary;married;no;1;no;no;0;no
46;management;tertiary;married;no;765;no;no;0;no
35;technician;tertiary;married;no;118;no;no;0;no
37;technician;secondary;married;no;4965;no;no;0;no
37;housemaid;secondary;single;no;1863;no;no;0;yes
37;management;tertiary;married;no;392;no;no;0;no
45;management;secondary;single;no;142;no;yes;0;yes
43;self-employed;primary;married;yes;385;no;no;0;no
44;self-employed;secondary;married;no;313;no;no;0;no
45;blue-collar;primary;married;no;2433;no;no;0;no
50;technician;secondary;married;no;1412;no;no;0;no
59;housemaid;primary;single;no;96;no;no;0;no
52;blue-collar;primary;married;no;1364;yes;no;0;no
47;unknown;unknown;single;no;270;no;no;0;no
39;management;tertiary;married;no;5988;yes;yes;0;no
47;technician;secondary;married;no;2480;no;no;0;no
42;management;tertiary;married;no;24780;no;no;0;no
57;technician;secondary;single;no;29;no;no;0;no
55;retired;primary;single;no;628;no;yes;0;no
30;management;tertiary;married;no;2876;no;no;0;no
42;technician;tertiary;married;no;14282;yes;no;0;no
36;technician;secondary;married;no;577;no;no;0;no
